iter	Logloss
280	0.3479357091
281	0.3478305658
282	0.3475433357
283	0.347377188
284	0.3472017436
285	0.3470199931
286	0.3467964176
287	0.3466077622
288	0.3463681066
289	0.3461562038
290	0.3459868036
291	0.3457249612
292	0.3457110185
293	0.345364824
294	0.3452007836
295	0.3450491553
296	0.3449273822
297	0.3446055806
298	0.3444833054
299	0.344230839
300	0.3440374491
301	0.3438830824
302	0.3437844188
303	0.3434949422
304	0.3434295563
305	0.3429933528
306	0.3426334934
307	0.3425065046
308	0.3423157315
309	0.3421495873
310	0.3418525626
311	0.3415699712
312	0.3413961953
313	0.3410869359
314	0.340788607
315	0.340445153
316	0.3402586274
317	0.340077651
318	0.3398441969
319	0.339671621
320	0.3395412168
321	0.3393666085
322	0.3390702881
323	0.3388508311
324	0.338614098
325	0.338331121
326	0.338187064
327	0.3378875165
328	0.3376899897
329	0.3374220518
330	0.3371300893
331	0.3367815125
332	0.3366076314
333	0.3363092422
334	0.3361402884
335	0.3358992355
336	0.3356861572
337	0.3355698383
338	0.3354726867
339	0.3353515962
340	0.3351539606
341	0.3349546984
342	0.3347447356
343	0.3346181073
344	0.3343469103
345	0.3341983551
346	0.3339417242
347	0.3338265036
348	0.3337211286
349	0.3336048949
350	0.3334379125
351	0.3332474745
352	0.3331037131
353	0.3329017485
354	0.3327703453
355	0.3325948431
356	0.332469851
357	0.33227114
358	0.3320655081
359	0.3318909064
360	0.3317447155
361	0.3315110827
362	0.3313014373
363	0.3310136111
364	0.3308891619
365	0.3307833529
366	0.3305662972
367	0.330445515
368	0.3301716204
369	0.3300049064
370	0.3299092028
371	0.3296756293
372	0.3296642798
373	0.3294220208
374	0.3291692686
375	0.3290514323
376	0.3288457775
377	0.3285564083
378	0.3282522727
379	0.3281323969
380	0.327902465
381	0.3276916093
382	0.3273273337
383	0.3268690839
384	0.3267058873
385	0.3265211389
386	0.3265068704
387	0.3263071055
388	0.326033457
389	0.3257838215
390	0.3254347441
391	0.3251059205
392	0.3249377669
393	0.3248174795
394	0.3247910189
395	0.3245915027
396	0.3245179395
397	0.324306068
398	0.3240847986
399	0.3238438256
400	0.323639111
401	0.3234848607
402	0.3232970048
403	0.3232271104
404	0.3229641542
405	0.322833876
406	0.3226065258
407	0.322487148
408	0.3223601144
409	0.3222414862
410	0.3218645674
411	0.3217118436
412	0.3215085112
413	0.3213177738
414	0.3211368126
415	0.3209140639
416	0.3207219763
417	0.3206521175
418	0.32049689
419	0.320307697
420	0.3201650855
421	0.3201033518
422	0.3198692583
423	0.3197630404
424	0.3196795057
425	0.3194289329
426	0.3193624158
427	0.3191523499
428	0.3189569467
429	0.3187742375
430	0.3186699347
431	0.318438175
432	0.3184186343
433	0.31806067
434	0.3179711984
435	0.3177658288
436	0.317643711
437	0.3175255885
438	0.3174986017
439	0.3172873984
440	0.3171419638
441	0.3169353031
442	0.3168146645
443	0.3165360224
444	0.3165321066
445	0.3164241236
446	0.316362736
447	0.3163125566
448	0.3161489504
449	0.3160233447
450	0.3159466302
451	0.315858425
452	0.315730522
453	0.3156223702
454	0.3153912387
455	0.315255839
456	0.3149548179
457	0.3145948364
458	0.3144868563
459	0.3143187696
460	0.3141806408
461	0.3138050443
462	0.3134939575
463	0.3132873094
464	0.3131595532
465	0.3130881017
466	0.3129554287
467	0.3128445451
468	0.3125223049
469	0.3123699678
470	0.3121811426
471	0.3119778053
472	0.311762428
473	0.3115527651
474	0.3113105087
475	0.3111732284
476	0.3109039072
477	0.3108977145
478	0.3107841831
479	0.3107039524
480	0.3106942345
481	0.3105617509
482	0.3103312267
483	0.3101779637
484	0.310018577
485	0.3097992569
486	0.3097236765
487	0.3096221896
488	0.3093472548
489	0.3092493326
490	0.3090177986
491	0.3088408825
492	0.308697311
493	0.3084704479
494	0.3084114189
495	0.3083014566
496	0.3082163125
497	0.3080454361
498	0.3078066228
499	0.307415505
500	0.3072343535
501	0.307049435
502	0.3069035704
503	0.3068851404
504	0.3067939277
505	0.3065682846
506	0.3064342634
507	0.3063728029
508	0.3061619508
509	0.3059225545
510	0.3057903569
511	0.3057167646
512	0.3055137417
513	0.3053650202
514	0.3051834252
515	0.3050947865
516	0.304844201
517	0.3047364636
518	0.3045555362
519	0.3043147822
520	0.3041601992
521	0.3038382157
522	0.3036320763
523	0.3034113099
524	0.3033534311
525	0.3032171439
526	0.3030659436
527	0.3030197584
528	0.302974557
529	0.302850631
530	0.3027126773
531	0.3025121766
532	0.3023042122
533	0.3022468903
534	0.3020866089
535	0.3019519912
536	0.301909098
537	0.3017536208
538	0.3016511009
539	0.3013797868
540	0.301155266
541	0.3010511158
542	0.3009342582
543	0.3007868297
544	0.3007400091
545	0.3006196837
546	0.3005289947
547	0.3003281975
548	0.3002717603
549	0.3001869441
550	0.3000918682
551	0.2998458821
552	0.2996899524
553	0.299512177
554	0.2993540128
555	0.2992035119
556	0.2990369846
557	0.2988347314
558	0.2987197349
559	0.2985641386
560	0.2982914551
561	0.298083369
562	0.297986695
563	0.297906555
564	0.2977364988
565	0.297550907
566	0.2974575205
567	0.2973987422
568	0.2971749329
569	0.297079997
570	0.2970168221
571	0.2969215189
572	0.2968489073
573	0.2966992083
574	0.2966000557
575	0.2965360537
576	0.2963946967
577	0.2962622358
578	0.2959194088
579	0.2957861311
580	0.2956763164
581	0.295617476
582	0.2955020267
583	0.2953313563
584	0.295170843
585	0.2951553752
586	0.2949506648
587	0.2948993539
588	0.2947247627
589	0.2946301968
590	0.2945488791
591	0.294331276
592	0.2942356692
593	0.2941742151
594	0.2940128805
595	0.2938836843
596	0.2938058476
597	0.2934894021
598	0.2933721077
599	0.2931563801
600	0.2929259636
601	0.2927021752
602	0.2926488411
603	0.2925950352
604	0.2924983322
605	0.2924134588
606	0.2921955225
607	0.292030812
608	0.2917864776
609	0.2917049208
610	0.2915276424
611	0.2913551246
612	0.291301756
613	0.2912253196
614	0.2911419935
615	0.2911290461
616	0.2909152978
617	0.2908554598
618	0.2907593879
619	0.2906431722
620	0.2905396716
621	0.2903547655
622	0.2901925781
623	0.2900791598
624	0.2899284068
625	0.2897980313
626	0.2896741929
627	0.2895566502
628	0.2893836227
629	0.2892605238
630	0.2889800826
631	0.288888953
632	0.288794515
633	0.2887245454
634	0.2885777059
635	0.2884279354
636	0.288323159
637	0.2882510573
638	0.288051484
639	0.2879661693
640	0.2878363155
641	0.2876865311
642	0.2874425431
643	0.2873690842
644	0.2872538062
645	0.2870573352
646	0.2869128634
647	0.286692811
648	0.2866148615
649	0.2865569036
650	0.2863659412
651	0.2862193935
652	0.286182602
653	0.2860724376
654	0.2858347128
655	0.285734726
656	0.2856944743
657	0.2856226997
658	0.2855191236
659	0.2852847972
660	0.284992412
661	0.2847597734
662	0.2845706721
663	0.2844590834
664	0.2843685336
665	0.2841596538
666	0.2840869949
667	0.2840360479
668	0.2838348256
669	0.2837367057
670	0.2835579649
671	0.2833690859
672	0.2831344915
673	0.282933543
674	0.2828651451
675	0.2828326501
676	0.2827315856
677	0.2826549498
678	0.2825008788
679	0.2823996806
680	0.2822877563
681	0.2820953224
682	0.2818603843
683	0.2817991364
684	0.2816981367
685	0.2814810489
686	0.281370446
687	0.2811496472
688	0.2810228603
689	0.2808752953
690	0.2807232764
691	0.2805493694
692	0.2803694113
693	0.2802641706
694	0.2800090254
695	0.2797553343
696	0.2795965975
697	0.279523394
698	0.279318218
699	0.2792351972
700	0.2791502436
701	0.2790087054
702	0.2788611588
703	0.2787231498
704	0.2785894877
705	0.2784694416
706	0.2783199141
707	0.2782635249
708	0.2781407293
709	0.2780084756
710	0.2777548534
711	0.2775389888
712	0.2773294224
713	0.277212373
714	0.2770388054
715	0.2768717622
716	0.2767715642
717	0.2766169844
718	0.2765032967
719	0.2763297143
720	0.2761961664
721	0.2759686899
722	0.27585769
723	0.275779479
724	0.2757158071
725	0.2756602045
726	0.275510335
727	0.275413353
728	0.2753643835
729	0.2752918211
730	0.2751505156
731	0.2751406754
732	0.2750696271
733	0.2749448673
734	0.2747901139
735	0.2746296706
736	0.274461636
737	0.2743533927
738	0.2742334282
739	0.2740450887
740	0.2740011906
741	0.2738871609
742	0.2738043282
743	0.2736889078
744	0.2736153796
745	0.2734876462
746	0.2733869353
747	0.273279783
748	0.2730648745
749	0.2729649829
750	0.2728734892
751	0.2728081062
752	0.2727525794
753	0.2725900115
754	0.2725271693
755	0.2723505279
756	0.2722015961
757	0.2721666502
758	0.2720812579
759	0.2719979882
760	0.2718427403
761	0.2716897592
762	0.2715848899
763	0.2715010502
764	0.2711719528
765	0.271044316
766	0.2709823288
767	0.2709190148
768	0.2708056355
769	0.270731483
770	0.2705035104
771	0.2704167905
772	0.2702891857
773	0.2702301029
774	0.2700524972
775	0.269882657
776	0.2696039835
777	0.2695489503
778	0.2694452339
779	0.269275284
780	0.2691362196
781	0.2688670319
782	0.2686315389
783	0.2684724804
784	0.268377138
785	0.2683222493
786	0.2681754547
787	0.2680401589
788	0.2677748578
789	0.267515686
790	0.2673564644
791	0.2673043374
792	0.267251729
793	0.2670941926
794	0.2668891883
795	0.2668162858
796	0.2667607045
797	0.2667284491
798	0.2665096478
799	0.2663527765
800	0.2661657734
801	0.2661258881
802	0.2660542409
803	0.266004579
804	0.2657659795
805	0.2655669868
806	0.2655054319
807	0.2653386022
808	0.2651788645
809	0.2650417934
810	0.2649231181
811	0.2646343041
812	0.2645501255
813	0.2643424573
814	0.2642162773
815	0.2641847983
816	0.2641015429
817	0.2638572859
818	0.2636959831
819	0.2636116599
820	0.2634722898
821	0.263274382
822	0.2629896585
823	0.2629488447
824	0.2628695415
825	0.2626786763
826	0.2625276067
827	0.262466722
828	0.2623892228
829	0.262194571
830	0.2621282093
831	0.2620662505
832	0.2620315867
833	0.2619805073
834	0.2618278294
835	0.2617827297
836	0.2617093074
837	0.2615518592
838	0.2614593481
839	0.2612920434
840	0.2611893436
841	0.2610468538
842	0.2609269002
843	0.2608551216
844	0.2607309648
845	0.2605863734
846	0.2603551116
847	0.2603054109
848	0.260162881
849	0.2599945006
850	0.2598457248
851	0.2597436284
852	0.2596461065
853	0.2595296167
854	0.2594044401
855	0.2592457935
856	0.2591741151
857	0.2590078648
858	0.2589490696
859	0.2589168384
860	0.2587827573
861	0.2586675355
862	0.2585213345
863	0.258462551
864	0.258298532
865	0.2580360726
866	0.2578912266
867	0.2577469715
868	0.2576322316
869	0.2575540707
870	0.257443637
871	0.2572739485
872	0.2572315319
873	0.2570889444
874	0.2569154783
875	0.2568546402
876	0.2567855489
877	0.2566554789
878	0.2565382406
879	0.2563952903
880	0.25636341
881	0.2561252612
882	0.2559864233
883	0.2558082415
884	0.2556353218
885	0.2554836015
886	0.2553994666
887	0.255304003
888	0.2549998198
889	0.2549058035
890	0.2547190487
891	0.2546256426
892	0.2545512332
893	0.2541864605
894	0.2541169087
895	0.253995636
896	0.253847483
897	0.2537098821
898	0.25360697
899	0.2534349969
900	0.2532290448
901	0.2529977285
902	0.2529154157
903	0.2527164331
904	0.2526068543
905	0.252550144
906	0.2524688039
907	0.2524274215
908	0.2522542654
909	0.2521111357
910	0.2520107159
911	0.2519325969
912	0.2518761649
913	0.2515912138
914	0.2515173045
915	0.2513892034
916	0.2512251282
917	0.2510850795
918	0.2509073164
919	0.2508323819
920	0.2507740087
921	0.2506793398
922	0.2506105344
923	0.2505590803
924	0.250491399
925	0.2504406018
926	0.2503599855
927	0.2501902366
928	0.250061403
929	0.2499991658
930	0.2499480065
931	0.2497667033
932	0.2496713976
933	0.2494984807
934	0.2494665325
935	0.2494220864
936	0.2493454723
937	0.2491796663
938	0.2490544559
939	0.2488665819
940	0.2487428064
941	0.2486062508
942	0.2485249102
943	0.2484605564
944	0.2483817847
945	0.2482810625
946	0.248108714
947	0.2480719284
948	0.2480016718
949	0.2477672914
950	0.2476187676
951	0.247522868
952	0.247491984
953	0.2474198478
954	0.2472399077
955	0.2470898691
956	0.2470482783
957	0.2469780687
958	0.2469392289
959	0.2468468637
960	0.2467319729
961	0.2465839273
962	0.2465165331
963	0.2464682207
964	0.2462770966
965	0.246131094
966	0.2460779368
967	0.2459459627
968	0.2458049367
969	0.2457110474
970	0.2456619636
971	0.2456254811
972	0.2455481006
973	0.2454014613
974	0.2451735139
975	0.2450803458
976	0.2450377189
977	0.2448559943
978	0.2446874767
979	0.2445058056
980	0.2444608207
981	0.2443993828
982	0.2442682381
983	0.2442272862
984	0.2441119726
985	0.2439062586
986	0.243882669
987	0.2437974749
988	0.2437002834
989	0.2435265466
990	0.2433914186
991	0.2433007603
992	0.243083708
993	0.2429585416
994	0.2427750182
995	0.2427509576
996	0.2426665792
997	0.2425682967
998	0.2424131298
999	0.242268388
